
  0% | 0/18 | ?it/s
T50/51, E204/250 => loss: 0.469: :  22% | 4/18 |  9.30it/s
T50/51, E204/250 => loss: 0.469: :  28% | 5/18 |  9.22it/s
T50/51, E204/250 => loss: 0.469: :  28% | 5/18 |  9.22it/s
T50/51, E204/250 => loss: 0.469: :  33% | 6/18 |  9.17it/s
T50/51, E204/250 => loss: 0.469: :  33% | 6/18 |  9.17it/s
T50/51, E204/250 => loss: 0.469: :  39% | 7/18 |  9.12it/s
T50/51, E204/250 => loss: 0.469: :  39% | 7/18 |  9.12it/s
T50/51, E204/250 => loss: 0.469: :  44% | 8/18 |  9.09it/s
T50/51, E204/250 => loss: 0.469: :  44% | 8/18 |  9.09it/s
T50/51, E204/250 => loss: 0.469: :  50% | 9/18 |  9.08it/s
T50/51, E204/250 => loss: 0.469: :  50% | 9/18 |  9.08it/s
T50/51, E204/250 => loss: 0.469: :  56% | 10/18 |  9.06it/s
T50/51, E204/250 => loss: 0.469: :  56% | 10/18 |  9.06it/s
T50/51, E204/250 => loss: 0.469: :  61% | 11/18 |  9.07it/s
T50/51, E204/250 => loss: 0.47: :  61% | 11/18 |  9.07it/s 
T50/51, E204/250 => loss: 0.47: :  67% | 12/18 |  9.07it/s
T50/51, E204/250 => loss: 0.47: :  67% | 12/18 |  9.07it/s
T50/51, E204/250 => loss: 0.47: :  72% | 13/18 |  9.08it/s
T50/51, E204/250 => loss: 0.469: :  72% | 13/18 |  9.08it/s
T50/51, E204/250 => loss: 0.469: :  78% | 14/18 |  9.06it/s
T50/51, E204/250 => loss: 0.469: :  78% | 14/18 |  9.06it/s
T50/51, E204/250 => loss: 0.469: :  83% | 15/18 |  9.04it/s
T50/51, E204/250 => loss: 0.47: :  83% | 15/18 |  9.04it/s 
T50/51, E204/250 => loss: 0.47: :  89% | 16/18 |  9.01it/s
T50/51, E204/250 => loss: 0.47: :  89% | 16/18 |  9.01it/s
T50/51, E204/250 => loss: 0.47: :  94% | 17/18 |  8.99it/s
T50/51, E204/250 => loss: 0.47: :  94% | 17/18 |  8.99it/s
T50/51, E204/250 => loss: 0.47: : 100% | 18/18 |  9.27it/s

  0% | 0/18 | ?it/s
T50/51, E205/250 => loss: 0.465: :   0% | 0/18 | ?it/s
T50/51, E205/250 => loss: 0.465: :   6% | 1/18 |  9.85it/s
T50/51, E205/250 => loss: 0.466: :   6% | 1/18 |  9.85it/s
T50/51, E205/250 => loss: 0.466: :  11% | 2/18 |  9.58it/s
T50/51, E205/250 => loss: 0.469: :  11% | 2/18 |  9.58it/s
T50/51, E205/250 => loss: 0.469: :  17% | 3/18 |  9.42it/s
T50/51, E205/250 => loss: 0.469: :  17% | 3/18 |  9.42it/s
T50/51, E205/250 => loss: 0.469: :  22% | 4/18 |  9.31it/s
T50/51, E205/250 => loss: 0.469: :  22% | 4/18 |  9.31it/s
T50/51, E205/250 => loss: 0.469: :  28% | 5/18 |  9.22it/s
T50/51, E205/250 => loss: 0.471: :  28% | 5/18 |  9.22it/s
T50/51, E205/250 => loss: 0.471: :  33% | 6/18 |  9.17it/s
T50/51, E205/250 => loss: 0.47: :  33% | 6/18 |  9.17it/s 
T50/51, E205/250 => loss: 0.47: :  39% | 7/18 |  9.14it/s
T50/51, E205/250 => loss: 0.47: :  39% | 7/18 |  9.14it/s
T50/51, E205/250 => loss: 0.47: :  44% | 8/18 |  9.12it/s
T50/51, E205/250 => loss: 0.47: :  44% | 8/18 |  9.12it/s
T50/51, E205/250 => loss: 0.47: :  50% | 9/18 |  9.13it/s
T50/51, E205/250 => loss: 0.47: :  50% | 9/18 |  9.13it/s
T50/51, E205/250 => loss: 0.47: :  56% | 10/18 |  9.13it/s
T50/51, E205/250 => loss: 0.47: :  56% | 10/18 |  9.13it/s
T50/51, E205/250 => loss: 0.47: :  61% | 11/18 |  9.10it/s
T50/51, E205/250 => loss: 0.47: :  61% | 11/18 |  9.10it/s
T50/51, E205/250 => loss: 0.47: :  67% | 12/18 |  9.10it/s
T50/51, E205/250 => loss: 0.47: :  67% | 12/18 |  9.10it/s
T50/51, E205/250 => loss: 0.47: :  72% | 13/18 |  9.08it/s
T50/51, E205/250 => loss: 0.47: :  72% | 13/18 |  9.08it/s
T50/51, E205/250 => loss: 0.47: :  78% | 14/18 |  9.07it/s
T50/51, E205/250 => loss: 0.47: :  78% | 14/18 |  9.07it/s
T50/51, E205/250 => loss: 0.47: :  83% | 15/18 |  9.05it/s
T50/51, E205/250 => loss: 0.47: :  83% | 15/18 |  9.05it/s
T50/51, E205/250 => loss: 0.47: :  89% | 16/18 |  9.02it/s
T50/51, E205/250 => loss: 0.47: :  89% | 16/18 |  9.02it/s
T50/51, E205/250 => loss: 0.47: :  94% | 17/18 |  8.98it/s
T50/51, E205/250 => loss: 0.473: :  94% | 17/18 |  8.98it/s
T50/51, E205/250 => loss: 0.473: : 100% | 18/18 |  9.28it/s

  0% | 0/18 | ?it/s
T50/51, E206/250 => loss: 0.471: :   0% | 0/18 | ?it/s
T50/51, E206/250 => loss: 0.471: :   6% | 1/18 |  9.47it/s
T50/51, E206/250 => loss: 0.47: :   6% | 1/18 |  9.47it/s 
T50/51, E206/250 => loss: 0.47: :  11% | 2/18 |  9.36it/s
T50/51, E206/250 => loss: 0.47: :  11% | 2/18 |  9.36it/s
T50/51, E206/250 => loss: 0.47: :  17% | 3/18 |  9.26it/s
T50/51, E206/250 => loss: 0.47: :  17% | 3/18 |  9.26it/s
T50/51, E206/250 => loss: 0.47: :  22% | 4/18 |  9.19it/s
T50/51, E206/250 => loss: 0.469: :  22% | 4/18 |  9.19it/s
T50/51, E206/250 => loss: 0.469: :  28% | 5/18 |  9.12it/s
T50/51, E206/250 => loss: 0.469: :  28% | 5/18 |  9.12it/s
T50/51, E206/250 => loss: 0.469: :  33% | 6/18 |  9.08it/s
T50/51, E206/250 => loss: 0.47: :  33% | 6/18 |  9.08it/s 
T50/51, E206/250 => loss: 0.47: :  39% | 7/18 |  9.06it/s
T50/51, E206/250 => loss: 0.469: :  39% | 7/18 |  9.06it/s
T50/51, E206/250 => loss: 0.469: :  44% | 8/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  44% | 8/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  50% | 9/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  50% | 9/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  56% | 10/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  56% | 10/18 |  9.05it/s
T50/51, E206/250 => loss: 0.469: :  61% | 11/18 |  9.04it/s
T50/51, E206/250 => loss: 0.47: :  61% | 11/18 |  9.04it/s 
T50/51, E206/250 => loss: 0.47: :  67% | 12/18 |  9.03it/s
T50/51, E206/250 => loss: 0.47: :  67% | 12/18 |  9.03it/s
T50/51, E206/250 => loss: 0.47: :  72% | 13/18 |  9.05it/s
T50/51, E206/250 => loss: 0.47: :  72% | 13/18 |  9.05it/s
T50/51, E206/250 => loss: 0.47: :  78% | 14/18 |  9.05it/s
T50/51, E206/250 => loss: 0.47: :  78% | 14/18 |  9.05it/s
T50/51, E206/250 => loss: 0.47: :  83% | 15/18 |  9.03it/s
T50/51, E206/250 => loss: 0.47: :  83% | 15/18 |  9.03it/s
T50/51, E206/250 => loss: 0.47: :  89% | 16/18 |  9.00it/s
T50/51, E206/250 => loss: 0.47: :  89% | 16/18 |  9.00it/s
T50/51, E206/250 => loss: 0.47: :  94% | 17/18 |  8.98it/s
T50/51, E206/250 => loss: 0.471: :  94% | 17/18 |  8.98it/s
T50/51, E206/250 => loss: 0.471: : 100% | 18/18 |  9.23it/s

  0% | 0/18 | ?it/s
T50/51, E207/250 => loss: 0.473: :   0% | 0/18 | ?it/s
T50/51, E207/250 => loss: 0.473: :   6% | 1/18 |  9.82it/s
T50/51, E207/250 => loss: 0.471: :   6% | 1/18 |  9.82it/s
T50/51, E207/250 => loss: 0.471: :  11% | 2/18 |  9.57it/s
T50/51, E207/250 => loss: 0.471: :  11% | 2/18 |  9.57it/s
T50/51, E207/250 => loss: 0.471: :  17% | 3/18 |  9.35it/s
T50/51, E207/250 => loss: 0.469: :  17% | 3/18 |  9.35it/s
T50/51, E207/250 => loss: 0.469: :  22% | 4/18 |  9.19it/s
T50/51, E207/250 => loss: 0.47: :  22% | 4/18 |  9.19it/s 
T50/51, E207/250 => loss: 0.47: :  28% | 5/18 |  9.08it/s
T50/51, E207/250 => loss: 0.47: :  28% | 5/18 |  9.08it/s
T50/51, E207/250 => loss: 0.47: :  33% | 6/18 |  9.01it/s
T50/51, E207/250 => loss: 0.469: :  33% | 6/18 |  9.01it/s
T50/51, E207/250 => loss: 0.469: :  39% | 7/18 |  8.96it/s
T50/51, E207/250 => loss: 0.469: :  39% | 7/18 |  8.96it/s
T50/51, E207/250 => loss: 0.469: :  44% | 8/18 |  8.92it/s
T50/51, E207/250 => loss: 0.47: :  44% | 8/18 |  8.92it/s 
T50/51, E207/250 => loss: 0.47: :  50% | 9/18 |  8.89it/s
T50/51, E207/250 => loss: 0.47: :  50% | 9/18 |  8.89it/s
T50/51, E207/250 => loss: 0.47: :  56% | 10/18 |  8.88it/s
T50/51, E207/250 => loss: 0.47: :  56% | 10/18 |  8.88it/s
T50/51, E207/250 => loss: 0.47: :  61% | 11/18 |  8.87it/s
T50/51, E207/250 => loss: 0.47: :  61% | 11/18 |  8.87it/s
T50/51, E207/250 => loss: 0.47: :  67% | 12/18 |  8.84it/s
T50/51, E207/250 => loss: 0.47: :  67% | 12/18 |  8.84it/s
T50/51, E207/250 => loss: 0.47: :  72% | 13/18 |  8.81it/s
T50/51, E207/250 => loss: 0.47: :  72% | 13/18 |  8.81it/s
T50/51, E207/250 => loss: 0.47: :  78% | 14/18 |  8.77it/s
T50/51, E207/250 => loss: 0.47: :  78% | 14/18 |  8.77it/s
T50/51, E207/250 => loss: 0.47: :  83% | 15/18 |  8.76it/s
T50/51, E207/250 => loss: 0.47: :  83% | 15/18 |  8.76it/s
T50/51, E207/250 => loss: 0.47: :  89% | 16/18 |  8.76it/s
T50/51, E207/250 => loss: 0.47: :  89% | 16/18 |  8.76it/s
T50/51, E207/250 => loss: 0.47: :  94% | 17/18 |  8.75it/s
T50/51, E207/250 => loss: 0.47: :  94% | 17/18 |  8.75it/s
T50/51, E207/250 => loss: 0.47: : 100% | 18/18 |  9.05it/s

  0% | 0/18 | ?it/s
T50/51, E208/250 => loss: 0.471: :   0% | 0/18 | ?it/s
T50/51, E208/250 => loss: 0.471: :   6% | 1/18 |  9.88it/s
T50/51, E208/250 => loss: 0.471: :   6% | 1/18 |  9.88it/s
T50/51, E208/250 => loss: 0.471: :  11% | 2/18 |  9.60it/s
T50/51, E208/250 => loss: 0.469: :  11% | 2/18 |  9.60it/s
T50/51, E208/250 => loss: 0.469: :  17% | 3/18 |  9.39it/s
T50/51, E208/250 => loss: 0.468: :  17% | 3/18 |  9.39it/s
T50/51, E208/250 => loss: 0.468: :  22% | 4/18 |  9.27it/s
T50/51, E208/250 => loss: 0.469: :  22% | 4/18 |  9.27it/s
T50/51, E208/250 => loss: 0.469: :  28% | 5/18 |  9.20it/s
T50/51, E208/250 => loss: 0.469: :  28% | 5/18 |  9.20it/s
T50/51, E208/250 => loss: 0.469: :  33% | 6/18 |  9.13it/s
T50/51, E208/250 => loss: 0.47: :  33% | 6/18 |  9.13it/s 
T50/51, E208/250 => loss: 0.47: :  39% | 7/18 |  9.10it/s
T50/51, E208/250 => loss: 0.471: :  39% | 7/18 |  9.10it/s
T50/51, E208/250 => loss: 0.471: :  44% | 8/18 |  9.07it/s
T50/51, E208/250 => loss: 0.47: :  44% | 8/18 |  9.07it/s 
T50/51, E208/250 => loss: 0.47: :  50% | 9/18 |  9.04it/s
T50/51, E208/250 => loss: 0.47: :  50% | 9/18 |  9.04it/s
T50/51, E208/250 => loss: 0.47: :  56% | 10/18 |  9.01it/s
T50/51, E208/250 => loss: 0.47: :  56% | 10/18 |  9.01it/s
T50/51, E208/250 => loss: 0.47: :  61% | 11/18 |  9.00it/s
T50/51, E208/250 => loss: 0.47: :  61% | 11/18 |  9.00it/s
T50/51, E208/250 => loss: 0.47: :  67% | 12/18 |  8.99it/s
T50/51, E208/250 => loss: 0.47: :  67% | 12/18 |  8.99it/s
T50/51, E208/250 => loss: 0.47: :  72% | 13/18 |  8.98it/s
T50/51, E208/250 => loss: 0.47: :  72% | 13/18 |  8.98it/s
T50/51, E208/250 => loss: 0.47: :  78% | 14/18 |  8.97it/s
T50/51, E208/250 => loss: 0.47: :  78% | 14/18 |  8.97it/s
T50/51, E208/250 => loss: 0.47: :  83% | 15/18 |  8.99it/s
T50/51, E208/250 => loss: 0.47: :  83% | 15/18 |  8.99it/s
T50/51, E208/250 => loss: 0.47: :  89% | 16/18 |  9.00it/s
T50/51, E208/250 => loss: 0.47: :  89% | 16/18 |  9.00it/s
T50/51, E208/250 => loss: 0.47: :  94% | 17/18 |  9.02it/s
T50/51, E208/250 => loss: 0.47: :  94% | 17/18 |  9.02it/s
T50/51, E208/250 => loss: 0.47: : 100% | 18/18 |  9.28it/s

  0% | 0/18 | ?it/s
T50/51, E209/250 => loss: 0.468: :   0% | 0/18 | ?it/s
T50/51, E209/250 => loss: 0.469: :   0% | 0/18 | ?it/s
T50/51, E209/250 => loss: 0.469: :  11% | 2/18 |  9.63it/s
T50/51, E209/250 => loss: 0.467: :  11% | 2/18 |  9.63it/s
T50/51, E209/250 => loss: 0.467: :  17% | 3/18 |  9.44it/s
T50/51, E209/250 => loss: 0.467: :  17% | 3/18 |  9.44it/s
T50/51, E209/250 => loss: 0.467: :  22% | 4/18 |  9.32it/s
T50/51, E209/250 => loss: 0.467: :  22% | 4/18 |  9.32it/s
T50/51, E209/250 => loss: 0.467: :  28% | 5/18 |  9.23it/s
T50/51, E209/250 => loss: 0.467: :  28% | 5/18 |  9.23it/s
T50/51, E209/250 => loss: 0.467: :  33% | 6/18 |  9.18it/s
T50/51, E209/250 => loss: 0.468: :  33% | 6/18 |  9.18it/s
T50/51, E209/250 => loss: 0.468: :  39% | 7/18 |  9.16it/s
T50/51, E209/250 => loss: 0.468: :  39% | 7/18 |  9.16it/s
T50/51, E209/250 => loss: 0.468: :  44% | 8/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  44% | 8/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  50% | 9/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  50% | 9/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  56% | 10/18 |  9.16it/s
T50/51, E209/250 => loss: 0.469: :  56% | 10/18 |  9.16it/s
T50/51, E209/250 => loss: 0.469: :  61% | 11/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  61% | 11/18 |  9.15it/s
T50/51, E209/250 => loss: 0.469: :  67% | 12/18 |  9.12it/s
T50/51, E209/250 => loss: 0.47: :  67% | 12/18 |  9.12it/s 
T50/51, E209/250 => loss: 0.47: :  72% | 13/18 |  9.09it/s
T50/51, E209/250 => loss: 0.47: :  72% | 13/18 |  9.09it/s
T50/51, E209/250 => loss: 0.47: :  78% | 14/18 |  9.06it/s
T50/51, E209/250 => loss: 0.47: :  78% | 14/18 |  9.06it/s
T50/51, E209/250 => loss: 0.47: :  83% | 15/18 |  9.05it/s
T50/51, E209/250 => loss: 0.47: :  83% | 15/18 |  9.05it/s
T50/51, E209/250 => loss: 0.47: :  89% | 16/18 |  9.03it/s
T50/51, E209/250 => loss: 0.47: :  89% | 16/18 |  9.03it/s
T50/51, E209/250 => loss: 0.47: :  94% | 17/18 |  9.02it/s
T50/51, E209/250 => loss: 0.471: :  94% | 17/18 |  9.02it/s
T50/51, E209/250 => loss: 0.471: : 100% | 18/18 |  9.37it/s

  0% | 0/18 | ?it/s
T50/51, E210/250 => loss: 0.467: :   0% | 0/18 | ?it/s
T50/51, E210/250 => loss: 0.467: :   0% | 0/18 | ?it/s
T50/51, E210/250 => loss: 0.467: :  11% | 2/18 |  9.58it/s
T50/51, E210/250 => loss: 0.469: :  11% | 2/18 |  9.58it/s
T50/51, E210/250 => loss: 0.469: :  17% | 3/18 |  9.42it/s
T50/51, E210/250 => loss: 0.469: :  17% | 3/18 |  9.42it/s
T50/51, E210/250 => loss: 0.469: :  22% | 4/18 |  9.31it/s
T50/51, E210/250 => loss: 0.468: :  22% | 4/18 |  9.31it/s
T50/51, E210/250 => loss: 0.468: :  28% | 5/18 |  9.23it/s
T50/51, E210/250 => loss: 0.468: :  28% | 5/18 |  9.23it/s
T50/51, E210/250 => loss: 0.468: :  33% | 6/18 |  9.16it/s
T50/51, E210/250 => loss: 0.469: :  33% | 6/18 |  9.16it/s
T50/51, E210/250 => loss: 0.469: :  39% | 7/18 |  9.13it/s
T50/51, E210/250 => loss: 0.468: :  39% | 7/18 |  9.13it/s
T50/51, E210/250 => loss: 0.468: :  44% | 8/18 |  9.10it/s
T50/51, E210/250 => loss: 0.467: :  44% | 8/18 |  9.10it/s
T50/51, E210/250 => loss: 0.467: :  50% | 9/18 |  9.08it/s
T50/51, E210/250 => loss: 0.468: :  50% | 9/18 |  9.08it/s
T50/51, E210/250 => loss: 0.468: :  56% | 10/18 |  9.09it/s
T50/51, E210/250 => loss: 0.468: :  56% | 10/18 |  9.09it/s
T50/51, E210/250 => loss: 0.468: :  61% | 11/18 |  9.09it/s
T50/51, E210/250 => loss: 0.468: :  61% | 11/18 |  9.09it/s
T50/51, E210/250 => loss: 0.468: :  67% | 12/18 |  9.10it/s
T50/51, E210/250 => loss: 0.468: :  67% | 12/18 |  9.10it/s
T50/51, E210/250 => loss: 0.468: :  72% | 13/18 |  9.08it/s
T50/51, E210/250 => loss: 0.468: :  72% | 13/18 |  9.08it/s
T50/51, E210/250 => loss: 0.468: :  78% | 14/18 |  9.07it/s
T50/51, E210/250 => loss: 0.468: :  78% | 14/18 |  9.07it/s
T50/51, E210/250 => loss: 0.468: :  83% | 15/18 |  9.04it/s
T50/51, E210/250 => loss: 0.469: :  83% | 15/18 |  9.04it/s
T50/51, E210/250 => loss: 0.469: :  89% | 16/18 |  9.01it/s
T50/51, E210/250 => loss: 0.469: :  89% | 16/18 |  9.01it/s
T50/51, E210/250 => loss: 0.469: :  94% | 17/18 |  8.98it/s
T50/51, E210/250 => loss: 0.47: :  94% | 17/18 |  8.98it/s 
T50/51, E210/250 => loss: 0.47: : 100% | 18/18 |  9.33it/s

  0% | 0/18 | ?it/s
T50/51, E211/250 => loss: 0.465: :   0% | 0/18 | ?it/s
T50/51, E211/250 => loss: 0.466: :   0% | 0/18 | ?it/s
T50/51, E211/250 => loss: 0.466: :  11% | 2/18 |  9.54it/s
T50/51, E211/250 => loss: 0.468: :  11% | 2/18 |  9.54it/s
T50/51, E211/250 => loss: 0.468: :  17% | 3/18 |  9.36it/s
T50/51, E211/250 => loss: 0.469: :  17% | 3/18 |  9.36it/s
T50/51, E211/250 => loss: 0.469: :  22% | 4/18 |  9.23it/s
T50/51, E211/250 => loss: 0.47: :  22% | 4/18 |  9.23it/s 
T50/51, E211/250 => loss: 0.47: :  28% | 5/18 |  9.12it/s
T50/51, E211/250 => loss: 0.47: :  28% | 5/18 |  9.12it/s
T50/51, E211/250 => loss: 0.47: :  33% | 6/18 |  9.05it/s
T50/51, E211/250 => loss: 0.471: :  33% | 6/18 |  9.05it/s
T50/51, E211/250 => loss: 0.471: :  39% | 7/18 |  9.02it/s
T50/51, E211/250 => loss: 0.47: :  39% | 7/18 |  9.02it/s 
T50/51, E211/250 => loss: 0.47: :  44% | 8/18 |  9.01it/s
T50/51, E211/250 => loss: 0.471: :  44% | 8/18 |  9.01it/s
T50/51, E211/250 => loss: 0.471: :  50% | 9/18 |  9.00it/s
T50/51, E211/250 => loss: 0.47: :  50% | 9/18 |  9.00it/s 
T50/51, E211/250 => loss: 0.47: :  56% | 10/18 |  8.99it/s
T50/51, E211/250 => loss: 0.47: :  56% | 10/18 |  8.99it/s
T50/51, E211/250 => loss: 0.47: :  61% | 11/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  61% | 11/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  67% | 12/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  67% | 12/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  72% | 13/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  72% | 13/18 |  8.99it/s
T50/51, E211/250 => loss: 0.469: :  78% | 14/18 |  8.95it/s
T50/51, E211/250 => loss: 0.469: :  78% | 14/18 |  8.95it/s
T50/51, E211/250 => loss: 0.469: :  83% | 15/18 |  8.91it/s
T50/51, E211/250 => loss: 0.469: :  83% | 15/18 |  8.91it/s
T50/51, E211/250 => loss: 0.469: :  89% | 16/18 |  8.89it/s
T50/51, E211/250 => loss: 0.469: :  89% | 16/18 |  8.89it/s
T50/51, E211/250 => loss: 0.469: :  94% | 17/18 |  8.86it/s
T50/51, E211/250 => loss: 0.47: :  94% | 17/18 |  8.86it/s 
T50/51, E211/250 => loss: 0.47: : 100% | 18/18 |  9.18it/s

  0% | 0/18 | ?it/s
T50/51, E212/250 => loss: 0.473: :   0% | 0/18 | ?it/s
T50/51, E212/250 => loss: 0.473: :   6% | 1/18 |  9.64it/s
T50/51, E212/250 => loss: 0.471: :   6% | 1/18 |  9.64it/s
T50/51, E212/250 => loss: 0.471: :  11% | 2/18 |  9.42it/s
T50/51, E212/250 => loss: 0.47: :  11% | 2/18 |  9.42it/s 
T50/51, E212/250 => loss: 0.47: :  17% | 3/18 |  9.28it/s
T50/51, E212/250 => loss: 0.47: :  17% | 3/18 |  9.28it/s
T50/51, E212/250 => loss: 0.47: :  22% | 4/18 |  9.16it/s
T50/51, E212/250 => loss: 0.47: :  22% | 4/18 |  9.16it/s
T50/51, E212/250 => loss: 0.47: :  28% | 5/18 |  9.07it/s
T50/51, E212/250 => loss: 0.47: :  28% | 5/18 |  9.07it/s
T50/51, E212/250 => loss: 0.47: :  33% | 6/18 |  9.02it/s
T50/51, E212/250 => loss: 0.47: :  33% | 6/18 |  9.02it/s
T50/51, E212/250 => loss: 0.47: :  39% | 7/18 |  8.99it/s
T50/51, E212/250 => loss: 0.47: :  39% | 7/18 |  8.99it/s
T50/51, E212/250 => loss: 0.47: :  44% | 8/18 |  8.97it/s
T50/51, E212/250 => loss: 0.469: :  44% | 8/18 |  8.97it/s
T50/51, E212/250 => loss: 0.469: :  50% | 9/18 |  8.98it/s
T50/51, E212/250 => loss: 0.469: :  50% | 9/18 |  8.98it/s
T50/51, E212/250 => loss: 0.469: :  56% | 10/18 |  8.98it/s
T50/51, E212/250 => loss: 0.47: :  56% | 10/18 |  8.98it/s 
T50/51, E212/250 => loss: 0.47: :  61% | 11/18 |  8.97it/s
T50/51, E212/250 => loss: 0.47: :  61% | 11/18 |  8.97it/s
T50/51, E212/250 => loss: 0.47: :  67% | 12/18 |  8.90it/s
T50/51, E212/250 => loss: 0.471: :  67% | 12/18 |  8.90it/s
T50/51, E212/250 => loss: 0.471: :  72% | 13/18 |  8.89it/s
T50/51, E212/250 => loss: 0.471: :  72% | 13/18 |  8.89it/s
T50/51, E212/250 => loss: 0.471: :  78% | 14/18 |  8.88it/s
T50/51, E212/250 => loss: 0.471: :  78% | 14/18 |  8.88it/s
T50/51, E212/250 => loss: 0.471: :  83% | 15/18 |  8.87it/s
T50/51, E212/250 => loss: 0.47: :  83% | 15/18 |  8.87it/s 
T50/51, E212/250 => loss: 0.47: :  89% | 16/18 |  8.87it/s
T50/51, E212/250 => loss: 0.47: :  89% | 16/18 |  8.87it/s
T50/51, E212/250 => loss: 0.47: :  94% | 17/18 |  8.87it/s
T50/51, E212/250 => loss: 0.471: :  94% | 17/18 |  8.87it/s
T50/51, E212/250 => loss: 0.471: : 100% | 18/18 |  9.13it/s

  0% | 0/18 | ?it/s
T50/51, E213/250 => loss: 0.469: :   0% | 0/18 | ?it/s
T50/51, E213/250 => loss: 0.468: :   0% | 0/18 | ?it/s
T50/51, E213/250 => loss: 0.468: :  11% | 2/18 |  9.61it/s
T50/51, E213/250 => loss: 0.467: :  11% | 2/18 |  9.61it/s
T50/51, E213/250 => loss: 0.467: :  17% | 3/18 |  9.46it/s
T50/51, E213/250 => loss: 0.466: :  17% | 3/18 |  9.46it/s
T50/51, E213/250 => loss: 0.466: :  22% | 4/18 |  9.37it/s
T50/51, E213/250 => loss: 0.467: :  22% | 4/18 |  9.37it/s
T50/51, E213/250 => loss: 0.467: :  28% | 5/18 |  9.32it/s
T50/51, E213/250 => loss: 0.467: :  28% | 5/18 |  9.32it/s
T50/51, E213/250 => loss: 0.467: :  33% | 6/18 |  9.29it/s
T50/51, E213/250 => loss: 0.468: :  33% | 6/18 |  9.29it/s
T50/51, E213/250 => loss: 0.468: :  39% | 7/18 |  9.28it/s
T50/51, E213/250 => loss: 0.468: :  39% | 7/18 |  9.28it/s
T50/51, E213/250 => loss: 0.468: :  44% | 8/18 |  9.25it/s
T50/51, E213/250 => loss: 0.469: :  44% | 8/18 |  9.25it/s
T50/51, E213/250 => loss: 0.469: :  50% | 9/18 |  9.23it/s
T50/51, E213/250 => loss: 0.469: :  50% | 9/18 |  9.23it/s
T50/51, E213/250 => loss: 0.469: :  56% | 10/18 |  9.21it/s
T50/51, E213/250 => loss: 0.469: :  56% | 10/18 |  9.21it/s
T50/51, E213/250 => loss: 0.469: :  61% | 11/18 |  9.20it/s
T50/51, E213/250 => loss: 0.47: :  61% | 11/18 |  9.20it/s 
T50/51, E213/250 => loss: 0.47: :  67% | 12/18 |  9.19it/s
T50/51, E213/250 => loss: 0.469: :  67% | 12/18 |  9.19it/s
T50/51, E213/250 => loss: 0.469: :  72% | 13/18 |  9.16it/s
T50/51, E213/250 => loss: 0.47: :  72% | 13/18 |  9.16it/s 
T50/51, E213/250 => loss: 0.47: :  78% | 14/18 |  9.13it/s
T50/51, E213/250 => loss: 0.47: :  78% | 14/18 |  9.13it/s
T50/51, E213/250 => loss: 0.47: :  83% | 15/18 |  9.11it/s
T50/51, E213/250 => loss: 0.47: :  83% | 15/18 |  9.11it/s
T50/51, E213/250 => loss: 0.47: :  89% | 16/18 |  9.10it/s
T50/51, E213/250 => loss: 0.47: :  89% | 16/18 |  9.10it/s
T50/51, E213/250 => loss: 0.47: :  94% | 17/18 |  9.10it/s
T50/51, E213/250 => loss: 0.47: :  94% | 17/18 |  9.10it/s
T50/51, E213/250 => loss: 0.47: : 100% | 18/18 |  9.39it/s

  0% | 0/18 | ?it/s
T50/51, E214/250 => loss: 0.47: :   0% | 0/18 | ?it/s
T50/51, E214/250 => loss: 0.47: :   6% | 1/18 |  9.89it/s
T50/51, E214/250 => loss: 0.472: :   6% | 1/18 |  9.89it/s
T50/51, E214/250 => loss: 0.472: :  11% | 2/18 |  9.66it/s
T50/51, E214/250 => loss: 0.472: :  11% | 2/18 |  9.66it/s
T50/51, E214/250 => loss: 0.472: :  17% | 3/18 |  9.54it/s
T50/51, E214/250 => loss: 0.472: :  17% | 3/18 |  9.54it/s
T50/51, E214/250 => loss: 0.472: :  22% | 4/18 |  9.41it/s
T50/51, E214/250 => loss: 0.472: :  22% | 4/18 |  9.41it/s
T50/51, E214/250 => loss: 0.472: :  28% | 5/18 |  9.32it/s
T50/51, E214/250 => loss: 0.471: :  28% | 5/18 |  9.32it/s
T50/51, E214/250 => loss: 0.471: :  33% | 6/18 |  9.26it/s
T50/51, E214/250 => loss: 0.471: :  33% | 6/18 |  9.26it/s
T50/51, E214/250 => loss: 0.471: :  39% | 7/18 |  9.21it/s
T50/51, E214/250 => loss: 0.47: :  39% | 7/18 |  9.21it/s 
