
  0% | 0/20 | ?it/s
T50/51, E112/160 => nca: 0.045, flat: 0.155, pod: 2.661, loss: 2.862: :  25% | 5/20 |  5.22it/s
T50/51, E112/160 => nca: 0.045, flat: 0.155, pod: 2.661, loss: 2.862: :  30% | 6/20 |  5.42it/s
T50/51, E112/160 => nca: 0.045, flat: 0.151, pod: 2.605, loss: 2.802: :  30% | 6/20 |  5.42it/s
T50/51, E112/160 => nca: 0.045, flat: 0.151, pod: 2.605, loss: 2.802: :  35% | 7/20 |  5.56it/s
T50/51, E112/160 => nca: 0.045, flat: 0.15, pod: 2.582, loss: 2.777: :  35% | 7/20 |  5.56it/s 
T50/51, E112/160 => nca: 0.045, flat: 0.15, pod: 2.582, loss: 2.777: :  40% | 8/20 |  5.66it/s
T50/51, E112/160 => nca: 0.046, flat: 0.15, pod: 2.595, loss: 2.791: :  40% | 8/20 |  5.66it/s
T50/51, E112/160 => nca: 0.046, flat: 0.15, pod: 2.595, loss: 2.791: :  45% | 9/20 |  5.74it/s
T50/51, E112/160 => nca: 0.047, flat: 0.149, pod: 2.575, loss: 2.771: :  45% | 9/20 |  5.74it/s
T50/51, E112/160 => nca: 0.047, flat: 0.149, pod: 2.575, loss: 2.771: :  50% | 10/20 |  5.76it/s
T50/51, E112/160 => nca: 0.046, flat: 0.146, pod: 2.554, loss: 2.746: :  50% | 10/20 |  5.76it/s
T50/51, E112/160 => nca: 0.046, flat: 0.146, pod: 2.554, loss: 2.746: :  55% | 11/20 |  5.79it/s
T50/51, E112/160 => nca: 0.045, flat: 0.147, pod: 2.548, loss: 2.74: :  55% | 11/20 |  5.79it/s 
T50/51, E112/160 => nca: 0.045, flat: 0.147, pod: 2.548, loss: 2.74: :  60% | 12/20 |  5.85it/s
T50/51, E112/160 => nca: 0.045, flat: 0.148, pod: 2.53, loss: 2.724: :  60% | 12/20 |  5.85it/s
T50/51, E112/160 => nca: 0.045, flat: 0.148, pod: 2.53, loss: 2.724: :  65% | 13/20 |  5.88it/s
T50/51, E112/160 => nca: 0.045, flat: 0.146, pod: 2.513, loss: 2.705: :  65% | 13/20 |  5.88it/s
T50/51, E112/160 => nca: 0.045, flat: 0.146, pod: 2.513, loss: 2.705: :  70% | 14/20 |  5.91it/s
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.497, loss: 2.687: :  70% | 14/20 |  5.91it/s
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.497, loss: 2.687: :  75% | 15/20 |  5.90it/s
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.488, loss: 2.678: :  75% | 15/20 |  5.90it/s
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.488, loss: 2.678: :  80% | 16/20 |  5.90it/s
T50/51, E112/160 => nca: 0.047, flat: 0.143, pod: 2.504, loss: 2.694: :  80% | 16/20 |  5.90it/s
T50/51, E112/160 => nca: 0.047, flat: 0.143, pod: 2.504, loss: 2.694: :  85% | 17/20 |  5.92it/s
T50/51, E112/160 => nca: 0.047, flat: 0.144, pod: 2.497, loss: 2.688: :  85% | 17/20 |  5.92it/s
T50/51, E112/160 => nca: 0.047, flat: 0.144, pod: 2.497, loss: 2.688: :  90% | 18/20 |  5.92it/s
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.5, loss: 2.691: :  90% | 18/20 |  5.92it/s  
T50/51, E112/160 => nca: 0.046, flat: 0.144, pod: 2.5, loss: 2.691: :  95% | 19/20 |  5.94it/s
T50/51, E112/160 => nca: 0.047, flat: 0.157, pod: 2.612, loss: 2.816: :  95% | 19/20 |  5.94it/s
T50/51, E112/160 => nca: 0.047, flat: 0.157, pod: 2.612, loss: 2.816: : 100% | 20/20 |  6.61it/s
T50/51, E112/160 => nca: 0.047, flat: 0.157, pod: 2.612, loss: 2.816: : 100% | 20/20 |  5.81it/s

  0% | 0/20 | ?it/s
T50/51, E113/160 => nca: 0.032, flat: 0.127, pod: 2.356, loss: 2.515: :   0% | 0/20 | ?it/s
T50/51, E113/160 => nca: 0.032, flat: 0.127, pod: 2.356, loss: 2.515: :   5% | 1/20 |  5.97it/s
T50/51, E113/160 => nca: 0.037, flat: 0.136, pod: 2.355, loss: 2.529: :   5% | 1/20 |  5.97it/s
T50/51, E113/160 => nca: 0.037, flat: 0.136, pod: 2.355, loss: 2.529: :  10% | 2/20 |  5.94it/s
T50/51, E113/160 => nca: 0.041, flat: 0.139, pod: 2.441, loss: 2.621: :  10% | 2/20 |  5.94it/s
T50/51, E113/160 => nca: 0.041, flat: 0.139, pod: 2.441, loss: 2.621: :  15% | 3/20 |  5.90it/s
T50/51, E113/160 => nca: 0.043, flat: 0.141, pod: 2.426, loss: 2.61: :  15% | 3/20 |  5.90it/s 
T50/51, E113/160 => nca: 0.043, flat: 0.141, pod: 2.426, loss: 2.61: :  20% | 4/20 |  5.88it/s
T50/51, E113/160 => nca: 0.046, flat: 0.142, pod: 2.419, loss: 2.607: :  20% | 4/20 |  5.88it/s
T50/51, E113/160 => nca: 0.046, flat: 0.142, pod: 2.419, loss: 2.607: :  25% | 5/20 |  5.87it/s
T50/51, E113/160 => nca: 0.045, flat: 0.14, pod: 2.46, loss: 2.644: :  25% | 5/20 |  5.87it/s  
T50/51, E113/160 => nca: 0.045, flat: 0.14, pod: 2.46, loss: 2.644: :  30% | 6/20 |  5.87it/s
T50/51, E113/160 => nca: 0.043, flat: 0.139, pod: 2.46, loss: 2.643: :  30% | 6/20 |  5.87it/s
T50/51, E113/160 => nca: 0.043, flat: 0.139, pod: 2.46, loss: 2.643: :  35% | 7/20 |  5.85it/s
T50/51, E113/160 => nca: 0.044, flat: 0.138, pod: 2.435, loss: 2.617: :  35% | 7/20 |  5.85it/s
T50/51, E113/160 => nca: 0.044, flat: 0.138, pod: 2.435, loss: 2.617: :  40% | 8/20 |  5.85it/s
T50/51, E113/160 => nca: 0.044, flat: 0.139, pod: 2.424, loss: 2.606: :  40% | 8/20 |  5.85it/s
T50/51, E113/160 => nca: 0.044, flat: 0.139, pod: 2.424, loss: 2.606: :  45% | 9/20 |  5.87it/s
T50/51, E113/160 => nca: 0.044, flat: 0.14, pod: 2.427, loss: 2.611: :  45% | 9/20 |  5.87it/s 
T50/51, E113/160 => nca: 0.044, flat: 0.14, pod: 2.427, loss: 2.611: :  50% | 10/20 |  5.85it/s
T50/51, E113/160 => nca: 0.043, flat: 0.139, pod: 2.417, loss: 2.599: :  50% | 10/20 |  5.85it/s
T50/51, E113/160 => nca: 0.043, flat: 0.139, pod: 2.417, loss: 2.599: :  55% | 11/20 |  5.85it/s
T50/51, E113/160 => nca: 0.043, flat: 0.138, pod: 2.408, loss: 2.588: :  55% | 11/20 |  5.85it/s
T50/51, E113/160 => nca: 0.043, flat: 0.138, pod: 2.408, loss: 2.588: :  60% | 12/20 |  5.87it/s
T50/51, E113/160 => nca: 0.042, flat: 0.137, pod: 2.402, loss: 2.581: :  60% | 12/20 |  5.87it/s
T50/51, E113/160 => nca: 0.042, flat: 0.137, pod: 2.402, loss: 2.581: :  65% | 13/20 |  5.90it/s
T50/51, E113/160 => nca: 0.042, flat: 0.139, pod: 2.429, loss: 2.609: :  65% | 13/20 |  5.90it/s
T50/51, E113/160 => nca: 0.042, flat: 0.139, pod: 2.429, loss: 2.609: :  70% | 14/20 |  5.91it/s
T50/51, E113/160 => nca: 0.043, flat: 0.14, pod: 2.434, loss: 2.617: :  70% | 14/20 |  5.91it/s 
T50/51, E113/160 => nca: 0.043, flat: 0.14, pod: 2.434, loss: 2.617: :  75% | 15/20 |  5.93it/s
T50/51, E113/160 => nca: 0.042, flat: 0.14, pod: 2.437, loss: 2.62: :  75% | 15/20 |  5.93it/s 
T50/51, E113/160 => nca: 0.042, flat: 0.14, pod: 2.437, loss: 2.62: :  80% | 16/20 |  5.94it/s
T50/51, E113/160 => nca: 0.043, flat: 0.143, pod: 2.45, loss: 2.635: :  80% | 16/20 |  5.94it/s
T50/51, E113/160 => nca: 0.043, flat: 0.143, pod: 2.45, loss: 2.635: :  85% | 17/20 |  5.95it/s
T50/51, E113/160 => nca: 0.043, flat: 0.143, pod: 2.448, loss: 2.634: :  85% | 17/20 |  5.95it/s
T50/51, E113/160 => nca: 0.043, flat: 0.143, pod: 2.448, loss: 2.634: :  90% | 18/20 |  5.96it/s
T50/51, E113/160 => nca: 0.044, flat: 0.146, pod: 2.464, loss: 2.653: :  90% | 18/20 |  5.96it/s
T50/51, E113/160 => nca: 0.044, flat: 0.146, pod: 2.464, loss: 2.653: :  95% | 19/20 |  5.95it/s
T50/51, E113/160 => nca: 0.046, flat: 0.155, pod: 2.565, loss: 2.765: :  95% | 19/20 |  5.95it/s
T50/51, E113/160 => nca: 0.046, flat: 0.155, pod: 2.565, loss: 2.765: : 100% | 20/20 |  6.63it/s
T50/51, E113/160 => nca: 0.046, flat: 0.155, pod: 2.565, loss: 2.765: : 100% | 20/20 |  6.00it/s

  0% | 0/20 | ?it/s
T50/51, E114/160 => nca: 0.039, flat: 0.129, pod: 2.539, loss: 2.706: :   0% | 0/20 | ?it/s
T50/51, E114/160 => nca: 0.039, flat: 0.129, pod: 2.539, loss: 2.706: :   5% | 1/20 |  5.97it/s
T50/51, E114/160 => nca: 0.038, flat: 0.138, pod: 2.585, loss: 2.761: :   5% | 1/20 |  5.97it/s
T50/51, E114/160 => nca: 0.038, flat: 0.138, pod: 2.585, loss: 2.761: :  10% | 2/20 |  5.96it/s
T50/51, E114/160 => nca: 0.041, flat: 0.154, pod: 2.781, loss: 2.976: :  10% | 2/20 |  5.96it/s
T50/51, E114/160 => nca: 0.041, flat: 0.154, pod: 2.781, loss: 2.976: :  15% | 3/20 |  5.96it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.697, loss: 2.896: :  15% | 3/20 |  5.96it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.697, loss: 2.896: :  20% | 4/20 |  5.96it/s
T50/51, E114/160 => nca: 0.048, flat: 0.16, pod: 2.684, loss: 2.891: :  20% | 4/20 |  5.96it/s 
T50/51, E114/160 => nca: 0.048, flat: 0.16, pod: 2.684, loss: 2.891: :  25% | 5/20 |  5.94it/s
T50/51, E114/160 => nca: 0.053, flat: 0.159, pod: 2.656, loss: 2.869: :  25% | 5/20 |  5.94it/s
T50/51, E114/160 => nca: 0.053, flat: 0.159, pod: 2.656, loss: 2.869: :  30% | 6/20 |  5.94it/s
T50/51, E114/160 => nca: 0.053, flat: 0.157, pod: 2.646, loss: 2.855: :  30% | 6/20 |  5.94it/s
T50/51, E114/160 => nca: 0.053, flat: 0.157, pod: 2.646, loss: 2.855: :  35% | 7/20 |  5.95it/s
T50/51, E114/160 => nca: 0.049, flat: 0.156, pod: 2.633, loss: 2.838: :  35% | 7/20 |  5.95it/s
T50/51, E114/160 => nca: 0.049, flat: 0.156, pod: 2.633, loss: 2.838: :  40% | 8/20 |  5.92it/s
T50/51, E114/160 => nca: 0.05, flat: 0.156, pod: 2.606, loss: 2.812: :  40% | 8/20 |  5.92it/s 
T50/51, E114/160 => nca: 0.05, flat: 0.156, pod: 2.606, loss: 2.812: :  45% | 9/20 |  5.92it/s
T50/51, E114/160 => nca: 0.05, flat: 0.157, pod: 2.624, loss: 2.831: :  45% | 9/20 |  5.92it/s
T50/51, E114/160 => nca: 0.05, flat: 0.157, pod: 2.624, loss: 2.831: :  50% | 10/20 |  5.94it/s
T50/51, E114/160 => nca: 0.048, flat: 0.155, pod: 2.613, loss: 2.815: :  50% | 10/20 |  5.94it/s
T50/51, E114/160 => nca: 0.048, flat: 0.155, pod: 2.613, loss: 2.815: :  55% | 11/20 |  5.94it/s
T50/51, E114/160 => nca: 0.048, flat: 0.155, pod: 2.612, loss: 2.815: :  55% | 11/20 |  5.94it/s
T50/51, E114/160 => nca: 0.048, flat: 0.155, pod: 2.612, loss: 2.815: :  60% | 12/20 |  5.94it/s
T50/51, E114/160 => nca: 0.049, flat: 0.155, pod: 2.627, loss: 2.831: :  60% | 12/20 |  5.94it/s
T50/51, E114/160 => nca: 0.049, flat: 0.155, pod: 2.627, loss: 2.831: :  65% | 13/20 |  5.92it/s
T50/51, E114/160 => nca: 0.048, flat: 0.153, pod: 2.606, loss: 2.807: :  65% | 13/20 |  5.92it/s
T50/51, E114/160 => nca: 0.048, flat: 0.153, pod: 2.606, loss: 2.807: :  70% | 14/20 |  5.91it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.607, loss: 2.806: :  70% | 14/20 |  5.91it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.607, loss: 2.806: :  75% | 15/20 |  5.92it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.615, loss: 2.815: :  75% | 15/20 |  5.92it/s
T50/51, E114/160 => nca: 0.047, flat: 0.152, pod: 2.615, loss: 2.815: :  80% | 16/20 |  5.94it/s
T50/51, E114/160 => nca: 0.046, flat: 0.152, pod: 2.601, loss: 2.8: :  80% | 16/20 |  5.94it/s  
T50/51, E114/160 => nca: 0.046, flat: 0.152, pod: 2.601, loss: 2.8: :  85% | 17/20 |  5.95it/s
T50/51, E114/160 => nca: 0.045, flat: 0.151, pod: 2.582, loss: 2.779: :  85% | 17/20 |  5.95it/s
T50/51, E114/160 => nca: 0.045, flat: 0.151, pod: 2.582, loss: 2.779: :  90% | 18/20 |  5.95it/s
T50/51, E114/160 => nca: 0.046, flat: 0.151, pod: 2.577, loss: 2.774: :  90% | 18/20 |  5.95it/s
T50/51, E114/160 => nca: 0.046, flat: 0.151, pod: 2.577, loss: 2.774: :  95% | 19/20 |  5.88it/s
T50/51, E114/160 => nca: 0.053, flat: 0.163, pod: 2.667, loss: 2.883: :  95% | 19/20 |  5.88it/s
T50/51, E114/160 => nca: 0.053, flat: 0.163, pod: 2.667, loss: 2.883: : 100% | 20/20 |  6.49it/s
T50/51, E114/160 => nca: 0.053, flat: 0.163, pod: 2.667, loss: 2.883: : 100% | 20/20 |  6.02it/s

  0% | 0/20 | ?it/s
T50/51, E115/160 => nca: 0.061, flat: 0.127, pod: 2.424, loss: 2.613: :   0% | 0/20 | ?it/s
T50/51, E115/160 => nca: 0.061, flat: 0.127, pod: 2.424, loss: 2.613: :   5% | 1/20 |  5.99it/s
T50/51, E115/160 => nca: 0.054, flat: 0.134, pod: 2.445, loss: 2.633: :   5% | 1/20 |  5.99it/s
T50/51, E115/160 => nca: 0.054, flat: 0.134, pod: 2.445, loss: 2.633: :  10% | 2/20 |  5.99it/s
T50/51, E115/160 => nca: 0.052, flat: 0.138, pod: 2.446, loss: 2.636: :  10% | 2/20 |  5.99it/s
T50/51, E115/160 => nca: 0.052, flat: 0.138, pod: 2.446, loss: 2.636: :  15% | 3/20 |  5.98it/s
T50/51, E115/160 => nca: 0.049, flat: 0.144, pod: 2.468, loss: 2.662: :  15% | 3/20 |  5.98it/s
T50/51, E115/160 => nca: 0.049, flat: 0.144, pod: 2.468, loss: 2.662: :  20% | 4/20 |  5.98it/s
T50/51, E115/160 => nca: 0.051, flat: 0.144, pod: 2.43, loss: 2.625: :  20% | 4/20 |  5.98it/s 
T50/51, E115/160 => nca: 0.051, flat: 0.144, pod: 2.43, loss: 2.625: :  25% | 5/20 |  5.98it/s
T50/51, E115/160 => nca: 0.05, flat: 0.143, pod: 2.408, loss: 2.602: :  25% | 5/20 |  5.98it/s
T50/51, E115/160 => nca: 0.05, flat: 0.143, pod: 2.408, loss: 2.602: :  30% | 6/20 |  5.97it/s
T50/51, E115/160 => nca: 0.051, flat: 0.146, pod: 2.446, loss: 2.643: :  30% | 6/20 |  5.97it/s
T50/51, E115/160 => nca: 0.051, flat: 0.146, pod: 2.446, loss: 2.643: :  35% | 7/20 |  5.97it/s
T50/51, E115/160 => nca: 0.049, flat: 0.152, pod: 2.468, loss: 2.669: :  35% | 7/20 |  5.97it/s
T50/51, E115/160 => nca: 0.049, flat: 0.152, pod: 2.468, loss: 2.669: :  40% | 8/20 |  5.96it/s
T50/51, E115/160 => nca: 0.05, flat: 0.153, pod: 2.464, loss: 2.667: :  40% | 8/20 |  5.96it/s 
T50/51, E115/160 => nca: 0.05, flat: 0.153, pod: 2.464, loss: 2.667: :  45% | 9/20 |  5.95it/s
T50/51, E115/160 => nca: 0.05, flat: 0.152, pod: 2.455, loss: 2.657: :  45% | 9/20 |  5.95it/s
T50/51, E115/160 => nca: 0.05, flat: 0.152, pod: 2.455, loss: 2.657: :  50% | 10/20 |  5.96it/s
T50/51, E115/160 => nca: 0.051, flat: 0.152, pod: 2.453, loss: 2.655: :  50% | 10/20 |  5.96it/s
T50/51, E115/160 => nca: 0.051, flat: 0.152, pod: 2.453, loss: 2.655: :  55% | 11/20 |  5.96it/s
T50/51, E115/160 => nca: 0.051, flat: 0.151, pod: 2.432, loss: 2.634: :  55% | 11/20 |  5.96it/s
T50/51, E115/160 => nca: 0.051, flat: 0.151, pod: 2.432, loss: 2.634: :  60% | 12/20 |  5.96it/s
T50/51, E115/160 => nca: 0.051, flat: 0.15, pod: 2.417, loss: 2.618: :  60% | 12/20 |  5.96it/s 
T50/51, E115/160 => nca: 0.051, flat: 0.15, pod: 2.417, loss: 2.618: :  65% | 13/20 |  5.96it/s
T50/51, E115/160 => nca: 0.049, flat: 0.151, pod: 2.412, loss: 2.613: :  65% | 13/20 |  5.96it/s
T50/51, E115/160 => nca: 0.049, flat: 0.151, pod: 2.412, loss: 2.613: :  70% | 14/20 |  5.96it/s
T50/51, E115/160 => nca: 0.049, flat: 0.15, pod: 2.412, loss: 2.61: :  70% | 14/20 |  5.96it/s  
T50/51, E115/160 => nca: 0.049, flat: 0.15, pod: 2.412, loss: 2.61: :  75% | 15/20 |  5.95it/s
T50/51, E115/160 => nca: 0.048, flat: 0.148, pod: 2.401, loss: 2.597: :  75% | 15/20 |  5.95it/s
T50/51, E115/160 => nca: 0.048, flat: 0.148, pod: 2.401, loss: 2.597: :  80% | 16/20 |  5.96it/s
T50/51, E115/160 => nca: 0.047, flat: 0.15, pod: 2.43, loss: 2.627: :  80% | 16/20 |  5.96it/s  
T50/51, E115/160 => nca: 0.047, flat: 0.15, pod: 2.43, loss: 2.627: :  85% | 17/20 |  5.96it/s
T50/51, E115/160 => nca: 0.048, flat: 0.15, pod: 2.431, loss: 2.629: :  85% | 17/20 |  5.96it/s
T50/51, E115/160 => nca: 0.048, flat: 0.15, pod: 2.431, loss: 2.629: :  90% | 18/20 |  5.88it/s
T50/51, E115/160 => nca: 0.048, flat: 0.151, pod: 2.433, loss: 2.632: :  90% | 18/20 |  5.88it/s
T50/51, E115/160 => nca: 0.048, flat: 0.151, pod: 2.433, loss: 2.632: :  95% | 19/20 |  5.63it/s
T50/51, E115/160 => nca: 0.048, flat: 0.16, pod: 2.505, loss: 2.712: :  95% | 19/20 |  5.63it/s 
T50/51, E115/160 => nca: 0.048, flat: 0.16, pod: 2.505, loss: 2.712: : 100% | 20/20 |  6.05it/s
T50/51, E115/160 => nca: 0.048, flat: 0.16, pod: 2.505, loss: 2.712: : 100% | 20/20 |  5.96it/s

  0% | 0/20 | ?it/s
T50/51, E116/160 => nca: 0.058, flat: 0.156, pod: 2.645, loss: 2.86: :   0% | 0/20 | ?it/s
T50/51, E116/160 => nca: 0.058, flat: 0.156, pod: 2.645, loss: 2.86: :   5% | 1/20 |  5.18it/s
T50/51, E116/160 => nca: 0.051, flat: 0.153, pod: 2.577, loss: 2.782: :   5% | 1/20 |  5.18it/s
T50/51, E116/160 => nca: 0.051, flat: 0.153, pod: 2.577, loss: 2.782: :  10% | 2/20 |  5.26it/s
T50/51, E116/160 => nca: 0.044, flat: 0.142, pod: 2.508, loss: 2.694: :  10% | 2/20 |  5.26it/s
T50/51, E116/160 => nca: 0.044, flat: 0.142, pod: 2.508, loss: 2.694: :  15% | 3/20 |  5.45it/s
T50/51, E116/160 => nca: 0.044, flat: 0.146, pod: 2.526, loss: 2.716: :  15% | 3/20 |  5.45it/s
T50/51, E116/160 => nca: 0.044, flat: 0.146, pod: 2.526, loss: 2.716: :  20% | 4/20 |  5.56it/s
T50/51, E116/160 => nca: 0.045, flat: 0.146, pod: 2.56, loss: 2.751: :  20% | 4/20 |  5.56it/s 
T50/51, E116/160 => nca: 0.045, flat: 0.146, pod: 2.56, loss: 2.751: :  25% | 5/20 |  5.57it/s
T50/51, E116/160 => nca: 0.048, flat: 0.143, pod: 2.556, loss: 2.748: :  25% | 5/20 |  5.57it/s
T50/51, E116/160 => nca: 0.048, flat: 0.143, pod: 2.556, loss: 2.748: :  30% | 6/20 |  5.36it/s
T50/51, E116/160 => nca: 0.049, flat: 0.151, pod: 2.569, loss: 2.769: :  30% | 6/20 |  5.36it/s
T50/51, E116/160 => nca: 0.049, flat: 0.151, pod: 2.569, loss: 2.769: :  35% | 7/20 |  5.24it/s
T50/51, E116/160 => nca: 0.049, flat: 0.153, pod: 2.586, loss: 2.788: :  35% | 7/20 |  5.24it/s
T50/51, E116/160 => nca: 0.049, flat: 0.153, pod: 2.586, loss: 2.788: :  40% | 8/20 |  5.16it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.551, loss: 2.746: :  40% | 8/20 |  5.16it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.551, loss: 2.746: :  45% | 9/20 |  5.17it/s
T50/51, E116/160 => nca: 0.045, flat: 0.148, pod: 2.534, loss: 2.728: :  45% | 9/20 |  5.17it/s
T50/51, E116/160 => nca: 0.045, flat: 0.148, pod: 2.534, loss: 2.728: :  50% | 10/20 |  5.18it/s
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.538, loss: 2.731: :  50% | 10/20 |  5.18it/s
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.538, loss: 2.731: :  55% | 11/20 |  5.16it/s
T50/51, E116/160 => nca: 0.047, flat: 0.149, pod: 2.556, loss: 2.751: :  55% | 11/20 |  5.16it/s
T50/51, E116/160 => nca: 0.047, flat: 0.149, pod: 2.556, loss: 2.751: :  60% | 12/20 |  5.14it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.562, loss: 2.757: :  60% | 12/20 |  5.14it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.562, loss: 2.757: :  65% | 13/20 |  5.15it/s
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.557, loss: 2.751: :  65% | 13/20 |  5.15it/s
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.557, loss: 2.751: :  70% | 14/20 |  5.13it/s
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.555, loss: 2.75: :  70% | 14/20 |  5.13it/s 
T50/51, E116/160 => nca: 0.046, flat: 0.148, pod: 2.555, loss: 2.75: :  75% | 15/20 |  5.13it/s
T50/51, E116/160 => nca: 0.046, flat: 0.147, pod: 2.55, loss: 2.743: :  75% | 15/20 |  5.13it/s
T50/51, E116/160 => nca: 0.046, flat: 0.147, pod: 2.55, loss: 2.743: :  80% | 16/20 |  5.15it/s
T50/51, E116/160 => nca: 0.046, flat: 0.147, pod: 2.556, loss: 2.75: :  80% | 16/20 |  5.15it/s
T50/51, E116/160 => nca: 0.046, flat: 0.147, pod: 2.556, loss: 2.75: :  85% | 17/20 |  5.16it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.567, loss: 2.762: :  85% | 17/20 |  5.16it/s
T50/51, E116/160 => nca: 0.046, flat: 0.149, pod: 2.567, loss: 2.762: :  90% | 18/20 |  5.19it/s
T50/51, E116/160 => nca: 0.047, flat: 0.149, pod: 2.569, loss: 2.766: :  90% | 18/20 |  5.19it/s
T50/51, E116/160 => nca: 0.047, flat: 0.149, pod: 2.569, loss: 2.766: :  95% | 19/20 |  5.21it/s
T50/51, E116/160 => nca: 0.048, flat: 0.163, pod: 2.657, loss: 2.868: :  95% | 19/20 |  5.21it/s
T50/51, E116/160 => nca: 0.048, flat: 0.163, pod: 2.657, loss: 2.868: : 100% | 20/20 |  5.82it/s
T50/51, E116/160 => nca: 0.048, flat: 0.163, pod: 2.657, loss: 2.868: : 100% | 20/20 |  5.33it/s

  0% | 0/20 | ?it/s
T50/51, E117/160 => nca: 0.036, flat: 0.136, pod: 2.431, loss: 2.603: :   0% | 0/20 | ?it/s
T50/51, E117/160 => nca: 0.036, flat: 0.136, pod: 2.431, loss: 2.603: :   5% | 1/20 |  5.69it/s
T50/51, E117/160 => nca: 0.036, flat: 0.151, pod: 2.466, loss: 2.653: :   5% | 1/20 |  5.69it/s
T50/51, E117/160 => nca: 0.036, flat: 0.151, pod: 2.466, loss: 2.653: :  10% | 2/20 |  5.75it/s
T50/51, E117/160 => nca: 0.04, flat: 0.142, pod: 2.462, loss: 2.645: :  10% | 2/20 |  5.75it/s 
T50/51, E117/160 => nca: 0.04, flat: 0.142, pod: 2.462, loss: 2.645: :  15% | 3/20 |  5.80it/s
T50/51, E117/160 => nca: 0.039, flat: 0.144, pod: 2.513, loss: 2.695: :  15% | 3/20 |  5.80it/s
T50/51, E117/160 => nca: 0.039, flat: 0.144, pod: 2.513, loss: 2.695: :  20% | 4/20 |  5.79it/s
T50/51, E117/160 => nca: 0.041, flat: 0.146, pod: 2.639, loss: 2.827: :  20% | 4/20 |  5.79it/s
T50/51, E117/160 => nca: 0.041, flat: 0.146, pod: 2.639, loss: 2.827: :  25% | 5/20 |  5.80it/s
T50/51, E117/160 => nca: 0.041, flat: 0.144, pod: 2.625, loss: 2.81: :  25% | 5/20 |  5.80it/s 
T50/51, E117/160 => nca: 0.041, flat: 0.144, pod: 2.625, loss: 2.81: :  30% | 6/20 |  5.82it/s
T50/51, E117/160 => nca: 0.043, flat: 0.144, pod: 2.577, loss: 2.763: :  30% | 6/20 |  5.82it/s
T50/51, E117/160 => nca: 0.043, flat: 0.144, pod: 2.577, loss: 2.763: :  35% | 7/20 |  5.85it/s
T50/51, E117/160 => nca: 0.042, flat: 0.143, pod: 2.556, loss: 2.741: :  35% | 7/20 |  5.85it/s
T50/51, E117/160 => nca: 0.042, flat: 0.143, pod: 2.556, loss: 2.741: :  40% | 8/20 |  5.87it/s
T50/51, E117/160 => nca: 0.043, flat: 0.146, pod: 2.596, loss: 2.784: :  40% | 8/20 |  5.87it/s
T50/51, E117/160 => nca: 0.043, flat: 0.146, pod: 2.596, loss: 2.784: :  45% | 9/20 |  5.89it/s
T50/51, E117/160 => nca: 0.042, flat: 0.144, pod: 2.579, loss: 2.765: :  45% | 9/20 |  5.89it/s
T50/51, E117/160 => nca: 0.042, flat: 0.144, pod: 2.579, loss: 2.765: :  50% | 10/20 |  5.90it/s
T50/51, E117/160 => nca: 0.042, flat: 0.144, pod: 2.578, loss: 2.763: :  50% | 10/20 |  5.90it/s
T50/51, E117/160 => nca: 0.042, flat: 0.144, pod: 2.578, loss: 2.763: :  55% | 11/20 |  5.92it/s
T50/51, E117/160 => nca: 0.042, flat: 0.145, pod: 2.577, loss: 2.764: :  55% | 11/20 |  5.92it/s
T50/51, E117/160 => nca: 0.042, flat: 0.145, pod: 2.577, loss: 2.764: :  60% | 12/20 |  5.90it/s
T50/51, E117/160 => nca: 0.042, flat: 0.143, pod: 2.554, loss: 2.739: :  60% | 12/20 |  5.90it/s
T50/51, E117/160 => nca: 0.042, flat: 0.143, pod: 2.554, loss: 2.739: :  65% | 13/20 |  5.87it/s
T50/51, E117/160 => nca: 0.042, flat: 0.141, pod: 2.525, loss: 2.708: :  65% | 13/20 |  5.87it/s
T50/51, E117/160 => nca: 0.042, flat: 0.141, pod: 2.525, loss: 2.708: :  70% | 14/20 |  5.78it/s
T50/51, E117/160 => nca: 0.042, flat: 0.142, pod: 2.519, loss: 2.703: :  70% | 14/20 |  5.78it/s
