
  0% | 0/20 | ?it/s
T51/51, E108/160 => nca: 0.042, flat: 0.168, pod: 2.703, loss: 2.913: :  15% | 3/20 |  5.11it/s
T51/51, E108/160 => nca: 0.044, flat: 0.161, pod: 2.623, loss: 2.828: :  15% | 3/20 |  5.11it/s
T51/51, E108/160 => nca: 0.044, flat: 0.161, pod: 2.623, loss: 2.828: :  20% | 4/20 |  5.06it/s
T51/51, E108/160 => nca: 0.044, flat: 0.158, pod: 2.604, loss: 2.806: :  20% | 4/20 |  5.06it/s
T51/51, E108/160 => nca: 0.044, flat: 0.158, pod: 2.604, loss: 2.806: :  25% | 5/20 |  5.07it/s
T51/51, E108/160 => nca: 0.044, flat: 0.159, pod: 2.595, loss: 2.798: :  25% | 5/20 |  5.07it/s
T51/51, E108/160 => nca: 0.044, flat: 0.159, pod: 2.595, loss: 2.798: :  30% | 6/20 |  5.04it/s
T51/51, E108/160 => nca: 0.043, flat: 0.16, pod: 2.594, loss: 2.797: :  30% | 6/20 |  5.04it/s 
T51/51, E108/160 => nca: 0.043, flat: 0.16, pod: 2.594, loss: 2.797: :  35% | 7/20 |  5.06it/s
T51/51, E108/160 => nca: 0.045, flat: 0.161, pod: 2.635, loss: 2.841: :  35% | 7/20 |  5.06it/s
T51/51, E108/160 => nca: 0.045, flat: 0.161, pod: 2.635, loss: 2.841: :  40% | 8/20 |  5.03it/s
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.62, loss: 2.827: :  40% | 8/20 |  5.03it/s 
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.62, loss: 2.827: :  45% | 9/20 |  5.01it/s
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.66, loss: 2.868: :  45% | 9/20 |  5.01it/s
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.66, loss: 2.868: :  50% | 10/20 |  5.21it/s
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.663, loss: 2.87: :  50% | 10/20 |  5.21it/s
T51/51, E108/160 => nca: 0.048, flat: 0.159, pod: 2.663, loss: 2.87: :  55% | 11/20 |  5.39it/s
T51/51, E108/160 => nca: 0.049, flat: 0.158, pod: 2.664, loss: 2.871: :  55% | 11/20 |  5.39it/s
T51/51, E108/160 => nca: 0.049, flat: 0.158, pod: 2.664, loss: 2.871: :  60% | 12/20 |  5.52it/s
T51/51, E108/160 => nca: 0.049, flat: 0.16, pod: 2.67, loss: 2.878: :  60% | 12/20 |  5.52it/s  
T51/51, E108/160 => nca: 0.049, flat: 0.16, pod: 2.67, loss: 2.878: :  65% | 13/20 |  5.61it/s
T51/51, E108/160 => nca: 0.05, flat: 0.16, pod: 2.677, loss: 2.887: :  65% | 13/20 |  5.61it/s
T51/51, E108/160 => nca: 0.05, flat: 0.16, pod: 2.677, loss: 2.887: :  70% | 14/20 |  5.68it/s
T51/51, E108/160 => nca: 0.051, flat: 0.159, pod: 2.68, loss: 2.89: :  70% | 14/20 |  5.68it/s
T51/51, E108/160 => nca: 0.051, flat: 0.159, pod: 2.68, loss: 2.89: :  75% | 15/20 |  5.69it/s
T51/51, E108/160 => nca: 0.052, flat: 0.159, pod: 2.679, loss: 2.89: :  75% | 15/20 |  5.69it/s
T51/51, E108/160 => nca: 0.052, flat: 0.159, pod: 2.679, loss: 2.89: :  80% | 16/20 |  5.72it/s
T51/51, E108/160 => nca: 0.052, flat: 0.159, pod: 2.676, loss: 2.887: :  80% | 16/20 |  5.72it/s
T51/51, E108/160 => nca: 0.052, flat: 0.159, pod: 2.676, loss: 2.887: :  85% | 17/20 |  5.75it/s
T51/51, E108/160 => nca: 0.053, flat: 0.158, pod: 2.664, loss: 2.875: :  85% | 17/20 |  5.75it/s
T51/51, E108/160 => nca: 0.053, flat: 0.158, pod: 2.664, loss: 2.875: :  90% | 18/20 |  5.79it/s
T51/51, E108/160 => nca: 0.054, flat: 0.159, pod: 2.654, loss: 2.867: :  90% | 18/20 |  5.79it/s
T51/51, E108/160 => nca: 0.054, flat: 0.159, pod: 2.654, loss: 2.867: :  95% | 19/20 |  5.81it/s
T51/51, E108/160 => nca: 0.056, flat: 0.164, pod: 2.707, loss: 2.927: :  95% | 19/20 |  5.81it/s
T51/51, E108/160 => nca: 0.056, flat: 0.164, pod: 2.707, loss: 2.927: : 100% | 20/20 |  6.34it/s
T51/51, E108/160 => nca: 0.056, flat: 0.164, pod: 2.707, loss: 2.927: : 100% | 20/20 |  5.51it/s

  0% | 0/20 | ?it/s
T51/51, E109/160 => nca: 0.072, flat: 0.175, pod: 2.731, loss: 2.977: :   0% | 0/20 | ?it/s
T51/51, E109/160 => nca: 0.072, flat: 0.175, pod: 2.731, loss: 2.977: :   5% | 1/20 |  5.82it/s
T51/51, E109/160 => nca: 0.053, flat: 0.17, pod: 2.643, loss: 2.866: :   5% | 1/20 |  5.82it/s 
T51/51, E109/160 => nca: 0.053, flat: 0.17, pod: 2.643, loss: 2.866: :  10% | 2/20 |  5.82it/s
T51/51, E109/160 => nca: 0.058, flat: 0.164, pod: 2.591, loss: 2.812: :  10% | 2/20 |  5.82it/s
T51/51, E109/160 => nca: 0.058, flat: 0.164, pod: 2.591, loss: 2.812: :  15% | 3/20 |  5.82it/s
T51/51, E109/160 => nca: 0.054, flat: 0.162, pod: 2.627, loss: 2.843: :  15% | 3/20 |  5.82it/s
T51/51, E109/160 => nca: 0.054, flat: 0.162, pod: 2.627, loss: 2.843: :  20% | 4/20 |  5.81it/s
T51/51, E109/160 => nca: 0.053, flat: 0.171, pod: 2.666, loss: 2.89: :  20% | 4/20 |  5.81it/s 
T51/51, E109/160 => nca: 0.053, flat: 0.171, pod: 2.666, loss: 2.89: :  25% | 5/20 |  5.80it/s
T51/51, E109/160 => nca: 0.059, flat: 0.176, pod: 2.735, loss: 2.97: :  25% | 5/20 |  5.80it/s
T51/51, E109/160 => nca: 0.059, flat: 0.176, pod: 2.735, loss: 2.97: :  30% | 6/20 |  5.71it/s
T51/51, E109/160 => nca: 0.059, flat: 0.175, pod: 2.741, loss: 2.975: :  30% | 6/20 |  5.71it/s
T51/51, E109/160 => nca: 0.059, flat: 0.175, pod: 2.741, loss: 2.975: :  35% | 7/20 |  5.47it/s
T51/51, E109/160 => nca: 0.057, flat: 0.171, pod: 2.711, loss: 2.939: :  35% | 7/20 |  5.47it/s
T51/51, E109/160 => nca: 0.057, flat: 0.171, pod: 2.711, loss: 2.939: :  40% | 8/20 |  5.57it/s
T51/51, E109/160 => nca: 0.06, flat: 0.173, pod: 2.76, loss: 2.993: :  40% | 8/20 |  5.57it/s  
T51/51, E109/160 => nca: 0.06, flat: 0.173, pod: 2.76, loss: 2.993: :  45% | 9/20 |  5.57it/s
T51/51, E109/160 => nca: 0.058, flat: 0.173, pod: 2.744, loss: 2.975: :  45% | 9/20 |  5.57it/s
T51/51, E109/160 => nca: 0.058, flat: 0.173, pod: 2.744, loss: 2.975: :  50% | 10/20 |  5.38it/s
T51/51, E109/160 => nca: 0.059, flat: 0.172, pod: 2.746, loss: 2.977: :  50% | 10/20 |  5.38it/s
T51/51, E109/160 => nca: 0.059, flat: 0.172, pod: 2.746, loss: 2.977: :  55% | 11/20 |  5.33it/s
T51/51, E109/160 => nca: 0.058, flat: 0.174, pod: 2.768, loss: 3.0: :  55% | 11/20 |  5.33it/s  
T51/51, E109/160 => nca: 0.058, flat: 0.174, pod: 2.768, loss: 3.0: :  60% | 12/20 |  5.27it/s
T51/51, E109/160 => nca: 0.058, flat: 0.174, pod: 2.771, loss: 3.003: :  60% | 12/20 |  5.27it/s
T51/51, E109/160 => nca: 0.058, flat: 0.174, pod: 2.771, loss: 3.003: :  65% | 13/20 |  5.24it/s
T51/51, E109/160 => nca: 0.059, flat: 0.174, pod: 2.749, loss: 2.982: :  65% | 13/20 |  5.24it/s
T51/51, E109/160 => nca: 0.059, flat: 0.174, pod: 2.749, loss: 2.982: :  70% | 14/20 |  5.17it/s
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.757, loss: 2.991: :  70% | 14/20 |  5.17it/s 
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.757, loss: 2.991: :  75% | 15/20 |  5.18it/s
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.743, loss: 2.977: :  75% | 15/20 |  5.18it/s
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.743, loss: 2.977: :  80% | 16/20 |  5.18it/s
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.735, loss: 2.969: :  80% | 16/20 |  5.18it/s
T51/51, E109/160 => nca: 0.06, flat: 0.174, pod: 2.735, loss: 2.969: :  85% | 17/20 |  5.14it/s
T51/51, E109/160 => nca: 0.059, flat: 0.173, pod: 2.728, loss: 2.96: :  85% | 17/20 |  5.14it/s
T51/51, E109/160 => nca: 0.059, flat: 0.173, pod: 2.728, loss: 2.96: :  90% | 18/20 |  5.16it/s
T51/51, E109/160 => nca: 0.059, flat: 0.173, pod: 2.719, loss: 2.951: :  90% | 18/20 |  5.16it/s
T51/51, E109/160 => nca: 0.059, flat: 0.173, pod: 2.719, loss: 2.951: :  95% | 19/20 |  5.15it/s
T51/51, E109/160 => nca: 0.058, flat: 0.178, pod: 2.761, loss: 2.997: :  95% | 19/20 |  5.15it/s
T51/51, E109/160 => nca: 0.058, flat: 0.178, pod: 2.761, loss: 2.997: : 100% | 20/20 |  5.51it/s
T51/51, E109/160 => nca: 0.058, flat: 0.178, pod: 2.761, loss: 2.997: : 100% | 20/20 |  5.41it/s

  0% | 0/20 | ?it/s
T51/51, E110/160 => nca: 0.04, flat: 0.19, pod: 3.134, loss: 3.364: :   0% | 0/20 | ?it/s
T51/51, E110/160 => nca: 0.04, flat: 0.19, pod: 3.134, loss: 3.364: :   5% | 1/20 |  5.39it/s
T51/51, E110/160 => nca: 0.036, flat: 0.176, pod: 2.872, loss: 3.084: :   5% | 1/20 |  5.39it/s
T51/51, E110/160 => nca: 0.036, flat: 0.176, pod: 2.872, loss: 3.084: :  10% | 2/20 |  5.33it/s
T51/51, E110/160 => nca: 0.039, flat: 0.176, pod: 2.869, loss: 3.084: :  10% | 2/20 |  5.33it/s
T51/51, E110/160 => nca: 0.039, flat: 0.176, pod: 2.869, loss: 3.084: :  15% | 3/20 |  5.29it/s
T51/51, E110/160 => nca: 0.038, flat: 0.173, pod: 2.83, loss: 3.041: :  15% | 3/20 |  5.29it/s 
T51/51, E110/160 => nca: 0.038, flat: 0.173, pod: 2.83, loss: 3.041: :  20% | 4/20 |  5.23it/s
T51/51, E110/160 => nca: 0.043, flat: 0.174, pod: 2.795, loss: 3.011: :  20% | 4/20 |  5.23it/s
T51/51, E110/160 => nca: 0.043, flat: 0.174, pod: 2.795, loss: 3.011: :  25% | 5/20 |  5.19it/s
T51/51, E110/160 => nca: 0.04, flat: 0.173, pod: 2.787, loss: 3.0: :  25% | 5/20 |  5.19it/s   
T51/51, E110/160 => nca: 0.04, flat: 0.173, pod: 2.787, loss: 3.0: :  30% | 6/20 |  5.18it/s
T51/51, E110/160 => nca: 0.045, flat: 0.171, pod: 2.75, loss: 2.965: :  30% | 6/20 |  5.18it/s
T51/51, E110/160 => nca: 0.045, flat: 0.171, pod: 2.75, loss: 2.965: :  35% | 7/20 |  5.14it/s
T51/51, E110/160 => nca: 0.046, flat: 0.171, pod: 2.744, loss: 2.961: :  35% | 7/20 |  5.14it/s
T51/51, E110/160 => nca: 0.046, flat: 0.171, pod: 2.744, loss: 2.961: :  40% | 8/20 |  5.14it/s
T51/51, E110/160 => nca: 0.047, flat: 0.17, pod: 2.738, loss: 2.955: :  40% | 8/20 |  5.14it/s 
T51/51, E110/160 => nca: 0.047, flat: 0.17, pod: 2.738, loss: 2.955: :  45% | 9/20 |  5.17it/s
T51/51, E110/160 => nca: 0.048, flat: 0.169, pod: 2.727, loss: 2.944: :  45% | 9/20 |  5.17it/s
T51/51, E110/160 => nca: 0.048, flat: 0.169, pod: 2.727, loss: 2.944: :  50% | 10/20 |  5.35it/s
T51/51, E110/160 => nca: 0.051, flat: 0.172, pod: 2.75, loss: 2.973: :  50% | 10/20 |  5.35it/s 
T51/51, E110/160 => nca: 0.051, flat: 0.172, pod: 2.75, loss: 2.973: :  55% | 11/20 |  5.41it/s
T51/51, E110/160 => nca: 0.05, flat: 0.171, pod: 2.747, loss: 2.967: :  55% | 11/20 |  5.41it/s
T51/51, E110/160 => nca: 0.05, flat: 0.171, pod: 2.747, loss: 2.967: :  60% | 12/20 |  5.31it/s
T51/51, E110/160 => nca: 0.049, flat: 0.174, pod: 2.762, loss: 2.985: :  60% | 12/20 |  5.31it/s
T51/51, E110/160 => nca: 0.049, flat: 0.174, pod: 2.762, loss: 2.985: :  65% | 13/20 |  5.25it/s
T51/51, E110/160 => nca: 0.048, flat: 0.174, pod: 2.76, loss: 2.982: :  65% | 13/20 |  5.25it/s 
T51/51, E110/160 => nca: 0.048, flat: 0.174, pod: 2.76, loss: 2.982: :  70% | 14/20 |  5.22it/s
T51/51, E110/160 => nca: 0.048, flat: 0.172, pod: 2.756, loss: 2.976: :  70% | 14/20 |  5.22it/s
T51/51, E110/160 => nca: 0.048, flat: 0.172, pod: 2.756, loss: 2.976: :  75% | 15/20 |  5.20it/s
T51/51, E110/160 => nca: 0.048, flat: 0.173, pod: 2.783, loss: 3.004: :  75% | 15/20 |  5.20it/s
T51/51, E110/160 => nca: 0.048, flat: 0.173, pod: 2.783, loss: 3.004: :  80% | 16/20 |  5.20it/s
T51/51, E110/160 => nca: 0.049, flat: 0.172, pod: 2.779, loss: 3.0: :  80% | 16/20 |  5.20it/s  
T51/51, E110/160 => nca: 0.049, flat: 0.172, pod: 2.779, loss: 3.0: :  85% | 17/20 |  5.19it/s
T51/51, E110/160 => nca: 0.049, flat: 0.171, pod: 2.772, loss: 2.993: :  85% | 17/20 |  5.19it/s
T51/51, E110/160 => nca: 0.049, flat: 0.171, pod: 2.772, loss: 2.993: :  90% | 18/20 |  5.14it/s
T51/51, E110/160 => nca: 0.049, flat: 0.171, pod: 2.784, loss: 3.003: :  90% | 18/20 |  5.14it/s
T51/51, E110/160 => nca: 0.049, flat: 0.171, pod: 2.784, loss: 3.003: :  95% | 19/20 |  5.12it/s
T51/51, E110/160 => nca: 0.051, flat: 0.173, pod: 2.804, loss: 3.029: :  95% | 19/20 |  5.12it/s
T51/51, E110/160 => nca: 0.051, flat: 0.173, pod: 2.804, loss: 3.029: : 100% | 20/20 |  5.56it/s
T51/51, E110/160 => nca: 0.051, flat: 0.173, pod: 2.804, loss: 3.029: : 100% | 20/20 |  5.27it/s

  0% | 0/20 | ?it/s
T51/51, E111/160 => nca: 0.039, flat: 0.147, pod: 2.566, loss: 2.752: :   0% | 0/20 | ?it/s
T51/51, E111/160 => nca: 0.039, flat: 0.147, pod: 2.566, loss: 2.752: :   5% | 1/20 |  5.07it/s
T51/51, E111/160 => nca: 0.047, flat: 0.147, pod: 2.624, loss: 2.819: :   5% | 1/20 |  5.07it/s
T51/51, E111/160 => nca: 0.047, flat: 0.147, pod: 2.624, loss: 2.819: :  10% | 2/20 |  5.10it/s
T51/51, E111/160 => nca: 0.05, flat: 0.155, pod: 2.702, loss: 2.907: :  10% | 2/20 |  5.10it/s 
T51/51, E111/160 => nca: 0.05, flat: 0.155, pod: 2.702, loss: 2.907: :  15% | 3/20 |  5.14it/s
T51/51, E111/160 => nca: 0.054, flat: 0.154, pod: 2.662, loss: 2.871: :  15% | 3/20 |  5.14it/s
T51/51, E111/160 => nca: 0.054, flat: 0.154, pod: 2.662, loss: 2.871: :  20% | 4/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.157, pod: 2.688, loss: 2.895: :  20% | 4/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.157, pod: 2.688, loss: 2.895: :  25% | 5/20 |  5.15it/s
T51/51, E111/160 => nca: 0.048, flat: 0.156, pod: 2.686, loss: 2.89: :  25% | 5/20 |  5.15it/s 
T51/51, E111/160 => nca: 0.048, flat: 0.156, pod: 2.686, loss: 2.89: :  30% | 6/20 |  5.15it/s
T51/51, E111/160 => nca: 0.05, flat: 0.159, pod: 2.703, loss: 2.912: :  30% | 6/20 |  5.15it/s
T51/51, E111/160 => nca: 0.05, flat: 0.159, pod: 2.703, loss: 2.912: :  35% | 7/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.162, pod: 2.707, loss: 2.92: :  35% | 7/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.162, pod: 2.707, loss: 2.92: :  40% | 8/20 |  5.14it/s
T51/51, E111/160 => nca: 0.051, flat: 0.163, pod: 2.705, loss: 2.919: :  40% | 8/20 |  5.14it/s
T51/51, E111/160 => nca: 0.051, flat: 0.163, pod: 2.705, loss: 2.919: :  45% | 9/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.164, pod: 2.727, loss: 2.942: :  45% | 9/20 |  5.15it/s
T51/51, E111/160 => nca: 0.051, flat: 0.164, pod: 2.727, loss: 2.942: :  50% | 10/20 |  5.11it/s
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.715, loss: 2.93: :  50% | 10/20 |  5.11it/s 
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.715, loss: 2.93: :  55% | 11/20 |  4.98it/s
T51/51, E111/160 => nca: 0.051, flat: 0.162, pod: 2.695, loss: 2.907: :  55% | 11/20 |  4.98it/s
T51/51, E111/160 => nca: 0.051, flat: 0.162, pod: 2.695, loss: 2.907: :  60% | 12/20 |  5.18it/s
T51/51, E111/160 => nca: 0.052, flat: 0.162, pod: 2.697, loss: 2.911: :  60% | 12/20 |  5.18it/s
T51/51, E111/160 => nca: 0.052, flat: 0.162, pod: 2.697, loss: 2.911: :  65% | 13/20 |  5.15it/s
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.723, loss: 2.938: :  65% | 13/20 |  5.15it/s
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.723, loss: 2.938: :  70% | 14/20 |  5.15it/s
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.723, loss: 2.937: :  70% | 14/20 |  5.15it/s
T51/51, E111/160 => nca: 0.052, flat: 0.163, pod: 2.723, loss: 2.937: :  75% | 15/20 |  5.13it/s
T51/51, E111/160 => nca: 0.056, flat: 0.164, pod: 2.715, loss: 2.934: :  75% | 15/20 |  5.13it/s
T51/51, E111/160 => nca: 0.056, flat: 0.164, pod: 2.715, loss: 2.934: :  80% | 16/20 |  5.11it/s
T51/51, E111/160 => nca: 0.056, flat: 0.163, pod: 2.701, loss: 2.92: :  80% | 16/20 |  5.11it/s 
T51/51, E111/160 => nca: 0.056, flat: 0.163, pod: 2.701, loss: 2.92: :  85% | 17/20 |  5.13it/s
T51/51, E111/160 => nca: 0.056, flat: 0.163, pod: 2.694, loss: 2.913: :  85% | 17/20 |  5.13it/s
T51/51, E111/160 => nca: 0.056, flat: 0.163, pod: 2.694, loss: 2.913: :  90% | 18/20 |  5.16it/s
T51/51, E111/160 => nca: 0.055, flat: 0.162, pod: 2.685, loss: 2.903: :  90% | 18/20 |  5.16it/s
T51/51, E111/160 => nca: 0.055, flat: 0.162, pod: 2.685, loss: 2.903: :  95% | 19/20 |  5.15it/s
T51/51, E111/160 => nca: 0.057, flat: 0.17, pod: 2.76, loss: 2.987: :  95% | 19/20 |  5.15it/s  
T51/51, E111/160 => nca: 0.057, flat: 0.17, pod: 2.76, loss: 2.987: : 100% | 20/20 |  5.61it/s
T51/51, E111/160 => nca: 0.057, flat: 0.17, pod: 2.76, loss: 2.987: : 100% | 20/20 |  5.21it/s

  0% | 0/20 | ?it/s
T51/51, E112/160 => nca: 0.043, flat: 0.157, pod: 2.683, loss: 2.883: :   0% | 0/20 | ?it/s
T51/51, E112/160 => nca: 0.043, flat: 0.157, pod: 2.683, loss: 2.883: :   5% | 1/20 |  5.25it/s
T51/51, E112/160 => nca: 0.042, flat: 0.154, pod: 2.643, loss: 2.84: :   5% | 1/20 |  5.25it/s 
T51/51, E112/160 => nca: 0.042, flat: 0.154, pod: 2.643, loss: 2.84: :  10% | 2/20 |  5.42it/s
T51/51, E112/160 => nca: 0.044, flat: 0.161, pod: 2.643, loss: 2.849: :  10% | 2/20 |  5.42it/s
T51/51, E112/160 => nca: 0.044, flat: 0.161, pod: 2.643, loss: 2.849: :  15% | 3/20 |  5.53it/s
T51/51, E112/160 => nca: 0.048, flat: 0.156, pod: 2.631, loss: 2.835: :  15% | 3/20 |  5.53it/s
T51/51, E112/160 => nca: 0.048, flat: 0.156, pod: 2.631, loss: 2.835: :  20% | 4/20 |  5.53it/s
T51/51, E112/160 => nca: 0.055, flat: 0.156, pod: 2.645, loss: 2.857: :  20% | 4/20 |  5.53it/s
T51/51, E112/160 => nca: 0.055, flat: 0.156, pod: 2.645, loss: 2.857: :  25% | 5/20 |  5.29it/s
T51/51, E112/160 => nca: 0.061, flat: 0.159, pod: 2.659, loss: 2.878: :  25% | 5/20 |  5.29it/s
T51/51, E112/160 => nca: 0.061, flat: 0.159, pod: 2.659, loss: 2.878: :  30% | 6/20 |  5.19it/s
T51/51, E112/160 => nca: 0.062, flat: 0.157, pod: 2.682, loss: 2.9: :  30% | 6/20 |  5.19it/s  
T51/51, E112/160 => nca: 0.062, flat: 0.157, pod: 2.682, loss: 2.9: :  35% | 7/20 |  5.15it/s
T51/51, E112/160 => nca: 0.061, flat: 0.156, pod: 2.668, loss: 2.886: :  35% | 7/20 |  5.15it/s
T51/51, E112/160 => nca: 0.061, flat: 0.156, pod: 2.668, loss: 2.886: :  40% | 8/20 |  5.16it/s
T51/51, E112/160 => nca: 0.058, flat: 0.157, pod: 2.645, loss: 2.86: :  40% | 8/20 |  5.16it/s 
T51/51, E112/160 => nca: 0.058, flat: 0.157, pod: 2.645, loss: 2.86: :  45% | 9/20 |  5.16it/s
T51/51, E112/160 => nca: 0.058, flat: 0.157, pod: 2.648, loss: 2.863: :  45% | 9/20 |  5.16it/s
T51/51, E112/160 => nca: 0.058, flat: 0.157, pod: 2.648, loss: 2.863: :  50% | 10/20 |  5.17it/s
T51/51, E112/160 => nca: 0.057, flat: 0.156, pod: 2.64, loss: 2.852: :  50% | 10/20 |  5.17it/s 
T51/51, E112/160 => nca: 0.057, flat: 0.156, pod: 2.64, loss: 2.852: :  55% | 11/20 |  5.12it/s
T51/51, E112/160 => nca: 0.056, flat: 0.157, pod: 2.648, loss: 2.861: :  55% | 11/20 |  5.12it/s
T51/51, E112/160 => nca: 0.056, flat: 0.157, pod: 2.648, loss: 2.861: :  60% | 12/20 |  5.04it/s
T51/51, E112/160 => nca: 0.056, flat: 0.159, pod: 2.668, loss: 2.883: :  60% | 12/20 |  5.04it/s
T51/51, E112/160 => nca: 0.056, flat: 0.159, pod: 2.668, loss: 2.883: :  65% | 13/20 |  4.98it/s
T51/51, E112/160 => nca: 0.055, flat: 0.16, pod: 2.69, loss: 2.905: :  65% | 13/20 |  4.98it/s  
T51/51, E112/160 => nca: 0.055, flat: 0.16, pod: 2.69, loss: 2.905: :  70% | 14/20 |  5.13it/s
T51/51, E112/160 => nca: 0.057, flat: 0.161, pod: 2.705, loss: 2.923: :  70% | 14/20 |  5.13it/s
T51/51, E112/160 => nca: 0.057, flat: 0.161, pod: 2.705, loss: 2.923: :  75% | 15/20 |  5.04it/s
T51/51, E112/160 => nca: 0.056, flat: 0.16, pod: 2.695, loss: 2.911: :  75% | 15/20 |  5.04it/s 
T51/51, E112/160 => nca: 0.056, flat: 0.16, pod: 2.695, loss: 2.911: :  80% | 16/20 |  4.98it/s
T51/51, E112/160 => nca: 0.056, flat: 0.164, pod: 2.71, loss: 2.929: :  80% | 16/20 |  4.98it/s
T51/51, E112/160 => nca: 0.056, flat: 0.164, pod: 2.71, loss: 2.929: :  85% | 17/20 |  5.00it/s
T51/51, E112/160 => nca: 0.056, flat: 0.164, pod: 2.712, loss: 2.932: :  85% | 17/20 |  5.00it/s
T51/51, E112/160 => nca: 0.056, flat: 0.164, pod: 2.712, loss: 2.932: :  90% | 18/20 |  5.22it/s
T51/51, E112/160 => nca: 0.055, flat: 0.163, pod: 2.706, loss: 2.924: :  90% | 18/20 |  5.22it/s
T51/51, E112/160 => nca: 0.055, flat: 0.163, pod: 2.706, loss: 2.924: :  95% | 19/20 |  5.33it/s
T51/51, E112/160 => nca: 0.058, flat: 0.168, pod: 2.752, loss: 2.978: :  95% | 19/20 |  5.33it/s
T51/51, E112/160 => nca: 0.058, flat: 0.168, pod: 2.752, loss: 2.978: : 100% | 20/20 |  5.59it/s
T51/51, E112/160 => nca: 0.058, flat: 0.168, pod: 2.752, loss: 2.978: : 100% | 20/20 |  5.24it/s

  0% | 0/20 | ?it/s
T51/51, E113/160 => nca: 0.044, flat: 0.162, pod: 2.545, loss: 2.751: :   0% | 0/20 | ?it/s
T51/51, E113/160 => nca: 0.044, flat: 0.162, pod: 2.545, loss: 2.751: :   5% | 1/20 |  4.97it/s
T51/51, E113/160 => nca: 0.059, flat: 0.158, pod: 2.468, loss: 2.684: :   5% | 1/20 |  4.97it/s
T51/51, E113/160 => nca: 0.059, flat: 0.158, pod: 2.468, loss: 2.684: :  10% | 2/20 |  4.95it/s
T51/51, E113/160 => nca: 0.055, flat: 0.149, pod: 2.403, loss: 2.608: :  10% | 2/20 |  4.95it/s
T51/51, E113/160 => nca: 0.055, flat: 0.149, pod: 2.403, loss: 2.608: :  15% | 3/20 |  4.98it/s
T51/51, E113/160 => nca: 0.061, flat: 0.15, pod: 2.492, loss: 2.702: :  15% | 3/20 |  4.98it/s 
T51/51, E113/160 => nca: 0.061, flat: 0.15, pod: 2.492, loss: 2.702: :  20% | 4/20 |  5.05it/s
T51/51, E113/160 => nca: 0.06, flat: 0.155, pod: 2.533, loss: 2.748: :  20% | 4/20 |  5.05it/s
T51/51, E113/160 => nca: 0.06, flat: 0.155, pod: 2.533, loss: 2.748: :  25% | 5/20 |  5.10it/s
T51/51, E113/160 => nca: 0.058, flat: 0.163, pod: 2.592, loss: 2.813: :  25% | 5/20 |  5.10it/s
T51/51, E113/160 => nca: 0.058, flat: 0.163, pod: 2.592, loss: 2.813: :  30% | 6/20 |  5.13it/s
T51/51, E113/160 => nca: 0.057, flat: 0.161, pod: 2.58, loss: 2.798: :  30% | 6/20 |  5.13it/s 
T51/51, E113/160 => nca: 0.057, flat: 0.161, pod: 2.58, loss: 2.798: :  35% | 7/20 |  5.10it/s
T51/51, E113/160 => nca: 0.057, flat: 0.158, pod: 2.576, loss: 2.792: :  35% | 7/20 |  5.10it/s
T51/51, E113/160 => nca: 0.057, flat: 0.158, pod: 2.576, loss: 2.792: :  40% | 8/20 |  5.09it/s
T51/51, E113/160 => nca: 0.059, flat: 0.164, pod: 2.63, loss: 2.853: :  40% | 8/20 |  5.09it/s 
T51/51, E113/160 => nca: 0.059, flat: 0.164, pod: 2.63, loss: 2.853: :  45% | 9/20 |  5.10it/s
T51/51, E113/160 => nca: 0.057, flat: 0.165, pod: 2.647, loss: 2.869: :  45% | 9/20 |  5.10it/s
T51/51, E113/160 => nca: 0.057, flat: 0.165, pod: 2.647, loss: 2.869: :  50% | 10/20 |  5.03it/s
T51/51, E113/160 => nca: 0.059, flat: 0.165, pod: 2.635, loss: 2.859: :  50% | 10/20 |  5.03it/s
T51/51, E113/160 => nca: 0.059, flat: 0.165, pod: 2.635, loss: 2.859: :  55% | 11/20 |  5.02it/s
T51/51, E113/160 => nca: 0.058, flat: 0.163, pod: 2.649, loss: 2.871: :  55% | 11/20 |  5.02it/s
